"FishID","2016-02-18","2016-02-19","2016-02-20","2016-02-21","2016-02-22","2016-02-23","2016-02-24","2016-02-25","2016-02-26","2016-02-27","2016-02-28","2016-02-29","2016-03-01","2016-03-02","2016-03-03","2016-03-04","2016-03-05","2016-03-06","2016-03-07","2016-03-08","2016-03-09","2016-03-10","2016-03-11","2016-03-12","2016-03-13","2016-03-14","2016-03-15","2016-03-16","2016-03-17","2016-03-18","2016-03-19","2016-03-20","2016-03-21","2016-03-22","2016-03-23","2016-03-24","2016-03-25","2016-03-26","2016-03-27","2016-03-28","2016-03-29","2016-03-30","2016-03-31","2016-04-01","2016-04-02","2016-04-03","2016-04-04","2016-04-05","2016-04-06","2016-04-07","2016-04-08","2016-04-09","2016-04-10","2016-04-11","2016-04-12","2016-04-13","2016-04-14","2016-04-15","2016-04-16","2016-04-17","2016-04-18","2016-04-19","2016-04-20","2016-04-21","2016-04-22","2016-04-23","2016-04-24","2016-04-25","2016-04-26","2016-04-27","2016-04-28","2016-04-29","2016-04-30","2016-05-01","2016-05-02","2016-05-03","2016-05-04","2016-05-05","2016-05-06","2016-05-07","2016-05-08","2016-05-09","2016-05-10","2016-05-11","2016-05-12","2016-05-13","2016-05-14","2016-05-15","2016-05-16","2016-05-17","2016-05-18","2016-05-19","2016-05-20","2016-05-21","2016-05-22","2016-05-23","2016-05-24","2016-05-25"
"WR2016-524",NA,64664.05,51527.27,63139.48,70562.75,10952.615,10952.615,65467.83,38454.22,38117.69,26102.23,11401.28,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-530",NA,19666.95,96524.36,30447.53,16345.975,16345.975,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,38745.78,48681.5,55240.55,66357.42,6420.92142857143,6420.92142857143,6420.92142857143,6420.92142857143,6420.92142857143,6420.92142857143,6420.92142857143,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,5945.56384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-543",NA,19666.95,96524.36,30447.53,16345.975,16345.975,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,9345.69384615385,102070.25,36054.08,15605.61,7175.66,7175.66,10313.905,10313.905,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,1953.94896551724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-544",NA,19666.95,79694.71,47277.19,16345.975,16345.975,35281.375,35281.375,21905.23,48681.5,55240.55,38117.69,21757.61,30097.22,19323.0825,19323.0825,19323.0825,19323.0825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-546",NA,4954.38,111236.94,30447.53,32691.95,70562.75,21905.23,48681.5,55240.55,38117.69,37503.51,17489.565,17489.565,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-550",NA,0,19666.95,21498.2866666667,21498.2866666667,21498.2866666667,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,1013.32333333333,47277.19,62579.965,62579.965,48681.5,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,10461.4008333333,19843.37,4783.77333333333,4783.77333333333,4783.77333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-552",NA,19666.95,44997.1,51527.27,15223.765,15223.765,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,2724.32916666667,60747.01,60747.01,110153.89,35579.75,4783.77333333333,4783.77333333333,4783.77333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-555",NA,64664.05,51527.27,63139.48,46233.995,46233.995,48681.5,69551.01,23807.23,37503.51,7175.66,7175.66,8996.48,8996.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-559",NA,19666.95,79694.71,47277.19,10897.3166666667,10897.3166666667,10897.3166666667,13430.5525,13430.5525,13430.5525,13430.5525,16840.55,21905.23,48681.5,31119.4133333333,31119.4133333333,31119.4133333333,25110.63,15605.61,14351.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-560",NA,19666.95,64494.86,32029.51,21127.87,9319.66,4086.49375,4086.49375,4086.49375,4086.49375,4086.49375,4086.49375,4086.49375,4086.49375,17640.6875,17640.6875,17640.6875,17640.6875,50931.27,110153.89,39073.05,14351.32,10313.905,10313.905,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,8094.93142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-566",NA,64664.05,51527.27,63139.48,70562.75,21905.23,48681.5,55240.55,38117.69,26102.23,11401.28,14351.32,20627.81,6296.05777777778,6296.05777777778,6296.05777777778,6296.05777777778,6296.05777777778,6296.05777777778,6296.05777777778,6296.05777777778,6296.05777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
