Location ,Lat ,Lon,Rkm,Year,Type
MAE.6,38.05133333,-121.9305833,,2012,Vemco
MAW.1,38.04797222,-121.9331944,,2012,Vemco
MAW.2,38.04986111,-121.9330556,,2012,Vemco
MAW.3,38.04738889,-121.9337778,,2012,Vemco
MAW.4,38.05177778,-121.9341111,,2012,Vemco
MAW.5,38.04669444,-121.9351667,,2012,Vemco
MAW.6,38.05227778,-121.9336944,,2012,Vemco
Above_Hood,38.3683,-121.521,142.2781,2014,JSATS
Abv Grimes,39.0971,-121.89676,229.64699,2014,JSATS
Abv_FremontWeir,38.78212,-121.61526,177.15859,2014,JSATS
Abv_Otter_Island,39.88203,-122.06445,361.01861,2014,JSATS
Abv_RBPP,40.15301,-122.19824,403.24807,2014,JSATS
Abv_WoodsonBr,39.92009,-122.08446,366.84173,2014,JSATS
AbvColusaBr,39.2205,-122.00847,249.98005,2014,JSATS
AbvColusaBrRT,39.2647,-122,256.50637,2014,JSATS
AbvTisdale,39.0364,-121.82918,217.63083,2014,JSATS
Adobe,40.19994,-122.22167,410.45815,2014,JSATS
AntelopeCk1,40.1869,-122.13487,405.4794,2014,JSATS
AntelopeCk2,40.14881,-122.13683,400.75383,2014,JSATS
AntelopeConf,40.13393,-122.14003,397.11478,2014,JSATS
Antioch,38.02636,-121.8214,85.70212,2014,JSATS
AntiochBridge,38.02426,-121.75163,92.87448,2014,JSATS
AR_Downstream_WattAve,38.56572,-121.39069,191.73575,2014,JSATS
AR_Mouth,38.59999,-121.50684,177.72025,2014,JSATS
AR_RanchoCordova,38.61468,-121.30276,203.21358,2014,JSATS
AR_Sunrise_Ramp,38.63634,-121.26424,209.9339,2014,JSATS
AR_Upstream_Hwy80,38.58339,-121.44109,184.45282,2014,JSATS
BaseSutterSteam,38.18425,-121.65201,104.96505,2014,JSATS
Battle_Conf,40.35371,-122.17734,449.50716,2014,JSATS
BattleCk_Bridge,40.39479,-122.1628,457.44765,2014,JSATS
BattleCk_CNFH,40.39814,-122.1453,459.10983,2014,JSATS
BattleCk_RST_Rel,40.39812,-122.14487,459.15503,2014,JSATS
BattleCk1,40.39827,-122.14959,458.7489,2014,JSATS
BattleCk1_2014,40.39181,-122.17781,455.87985,2014,JSATS
BattleCk2,40.3954,-122.16553,457.00068,2014,JSATS
BattleCk2_2014,40.39672,-122.15365,458.37984,2014,JSATS
BattleCk250BlwFL,40.39818,-122.14665,458.9983,2014,JSATS
BattleCk3,40.38457,-122.17897,453.50496,2014,JSATS
BattleCk4,40.36074,-122.17268,450.4269,2014,JSATS
BC_Beach,38.87751,-121.61404,187.84837,2014,JSATS
Benicia,38.04123,-122.12382,55.07254,2014,JSATS
Blw_ClearCr,40.50188,-122.36192,478.07867,2014,JSATS
Blw_Cypress,40.56047,-122.37527,486.61681,2014,JSATS
Blw_FRConf,38.78212,-121.61526,177.15859,2014,JSATS
Blw_FremontWeir,38.78212,-121.61526,177.15859,2014,JSATS
Blw_Hood,38.34365,-121.5552,137.84305,2014,JSATS
Blw_IrvineFinch,39.73146,-121.97483,336.3942,2014,JSATS
Blw_Paynes_Ck,40.25534,-122.17332,418.369,2014,JSATS
Blw_Salt,40.1464,-122.15246,398.87124,2014,JSATS
Blw_Steamboat,38.29995,-121.56966,131.99923,2014,JSATS
Blw_Sutter,38.32402,-121.57578,134.85905,2014,JSATS
BlwButteBr,39.41913,-122.00943,280.51585,2014,JSATS
BlwChinaBend,38.88406,-121.81713,206.06341,2014,JSATS
BlwCowCr,40.46013,-122.22765,463.3661,2014,JSATS
BlwGeorgiana,38.23946,-121.52507,122.4077,2014,JSATS
BlwMoulton,39.2205,-122.00847,249.98005,2014,JSATS
BlwOrd,39.56548,-122.0018,303.70226,2014,JSATS
BlwTisdale,38.98941,-121.80463,222.05585,2014,JSATS
Bonnyview_Rel,40.53758,-122.35724,483.03305,2014,JSATS
BoydsPump,39.05943,-121.61014,212.21633,2014,JSATS
Bullock Bend,38.91335,-121.81114,212.72966,2014,JSATS
Butte0.5,39.102,-121.75864,218.70256,2014,JSATS
Butte1,39.09834,-121.75655,218.25773,2014,JSATS
Butte2,39.00687,-121.72227,207.66034,2014,JSATS
Butte3,38.92734,-121.62995,195.60546,2014,JSATS
Butte4,38.91502,-121.62542,194.04055,2014,JSATS
Butte5,38.85305,-121.65151,186.12898,2014,JSATS
Butte6,38.78346,-121.63226,175.70613,2014,JSATS
ButteBr,39.4569,-121.995,286.19994,2014,JSATS
Caldwell Park_Rel,40.59383,-122.39836,493.85623,2014,JSATS
ChippsE,38.04627,-121.91559,74.36495,2014,JSATS
ChippsW,38.04599,-121.90969,74.88137,2014,JSATS
Colusa AC2,39.28007,-122.01891,260.76878,2014,JSATS
Colusa AC3,39.36038,-122.01373,273.51861,2014,JSATS
Colusa BC2,39.18497,-121.94322,241.46941,2014,JSATS
Colusa BC3,39.13132,-121.93655,235.91842,2014,JSATS
CoxRiffle,39.33327,-121.63268,254.41131,2014,JSATS
DeckerIsland,38.07916,-121.75954,89.23284,2014,JSATS
DeerCk_RST,39.99746,-121.96773,383.43316,2014,JSATS
DeerCk1,39.97184,-121.99537,378.5609,2014,JSATS
DeerCk2,39.9627,-122.03343,374.87732,2014,JSATS
DeerCk3,39.9621,-122.03614,374.5818,2014,JSATS
DeerCk4,39.94389,-122.05831,371.52499,2014,JSATS
DeltaCross_Channel,38.24436,-121.50091,124.98593,2014,JSATS
FR Boyds Release,39.05733,-121.61066,211.97875,2014,JSATS
Freeport,38.46467,-121.50501,155.80646,2014,JSATS
Freeport Div.,38.47223,-121.50639,156.65643,2014,JSATS
FreeportBr,38.47223,-121.50639,156.65643,2014,JSATS
GCID_abv,39.79022,-122.03549,345.71387,2014,JSATS
GCID_blw,39.79022,-122.03549,345.71387,2014,JSATS
GeorgeMok,38.12946,-121.58521,119.82843,2014,JSATS
Georgiana_Slough,38.23565,-121.518,123.61423,2014,JSATS
GoldenGateE,37.82794,-122.46168,1.76372,2014,JSATS
GoldenGateW,37.82126,-122.46918,0.80985,2014,JSATS
Gridley_Rel,39.35787,-121.63604,258.00077,2014,JSATS
Hood,38.3617,-121.52033,141.57841,2014,JSATS
Hood Release,38.37524,-121.52383,143.08677,2014,JSATS
Hood_RT,38.3741,-121.523,142.94268,2014,JSATS
Hunters,40.09616,-122.13017,392.37693,2014,JSATS
Hwy 44 Bridge,40.58691,-122.36891,490.33909,2014,JSATS
Hwy84Ferry,38.19008,-121.65764,104.83892,2014,JSATS
I80_Br,38.57113,-121.5164,174.21314,2014,JSATS
JV_Glide,40.14699,-122.17251,400.63345,2014,JSATS
KnaggsRanch_BlwRel,38.70523,-121.64017,166.38406,2014,JSATS
KnaggsRanch_Rel,38.70618,-121.63987,166.49249,2014,JSATS
Knights_RST,38.79248,-121.69087,183.11075,2014,JSATS
KnightsLanding,38.82341,-121.72388,188.99425,2014,JSATS
KnightsLandingBr,38.8021,-121.72,186.40795,2014,JSATS
Lower Minor,38.24257,-121.66132,111.74616,2014,JSATS
MeridanBr,39.14554,-121.91798,239.53607,2014,JSATS
MiddleRiver,37.9385,-121.534,124.39187,2014,JSATS
Mill_Ck_Conf,40.0327,-122.11987,383.67139,2014,JSATS
MillCk_RST_Rel,40.05479,-122.0321,392.65142,2014,JSATS
MillCk1,40.0555,-122.04123,391.8675,2014,JSATS
MillCk1.5,40.0526,-122.05846,390.26663,2014,JSATS
MillCk2,40.04607,-122.09443,386.62034,2014,JSATS
MillCk3,40.04035,-122.10442,385.40241,2014,JSATS
MinerNorth,38.28791,-121.60865,119.58275,2014,JSATS
MinorBlwSutter,38.28386,-121.60406,118.93597,2014,JSATS
Mok_NF,38.22321,-121.5072,128.4006,2014,JSATS
Mok_NF_end,38.14326,-121.56091,121.67876,2014,JSATS
Mok_SF,38.22546,-121.49135,129.86829,2014,JSATS
Mok_SF_Blw_Hwy12,38.10911,-121.50105,127.90038,2014,JSATS
Mok_SF_end,38.12584,-121.49574,129.22773,2014,JSATS
Nimbus Hatchery RW,38.634,-121.22474,213.63508,2014,JSATS
Old River,37.93958,-121.5611,121.85004,2014,JSATS
RedBluffDivDam,40.15301,-122.19824,403.24807,2014,JSATS
RioVistaBr,38.15899,-121.68474,100.63458,2014,JSATS
SacTrawl1,38.54081,-121.51331,170.46718,2014,JSATS
SacTrawl2,38.53823,-121.51557,170.11692,2014,JSATS
ShanghaiBend,39.09464,-121.59285,216.71946,2014,JSATS
SJ_Dutch Slough,38.01182,-121.6805,100.9251,2014,JSATS
SJ_JerseyPt,38.05002,-121.6907,99.07171,2014,JSATS
SouthofBW,38.11047,-121.58224,116.66191,2014,JSATS
SR_Mouth,38.17363,-121.64804,104.9792,2014,JSATS
StarBend,39.00988,-121.59382,205.6694,2014,JSATS
SteamboatSlough,38.30017,-121.5804,121.70775,2014,JSATS
SunsetPumps,39.25172,-121.63522,240.22859,2014,JSATS
SutterBypass Weir2 RST,39.10239,-121.7588,218.74787,2014,JSATS
SutterSlough,38.33214,-121.58301,125.30616,2014,JSATS
SutterSteamJunc,38.25163,-121.60279,115.11794,2014,JSATS
ThreeMile,38.11595,-121.68571,97.92314,2014,JSATS
ToeDrainBase,38.29072,-121.6608,117.67744,2014,JSATS
ToeDrainRST,38.35257,-121.64342,124.72483,2014,JSATS
TowerBridge,38.5802,-121.508,175.46817,2014,JSATS
YB_LeveeMarker,38.54712,-121.58515,147.31452,2014,JSATS
YB_LibertyIsBase,38.22411,-121.67524,109.07668,2014,JSATS
YB_LisbonWeir,38.47631,-121.58869,139.39665,2014,JSATS
YB_OldRiverRd,38.67759,-121.64423,163.23416,2014,JSATS
Above_Hood,38.3683,-121.521,142.2781,2015,JSATS
Abv Grimes,39.0971,-121.89676,229.64699,2015,JSATS
Abv_FremontWeir,38.78212,-121.61526,177.15859,2015,JSATS
Abv_Otter_Island,39.88203,-122.06445,361.01861,2015,JSATS
Abv_RBPP,40.15301,-122.19824,403.24807,2015,JSATS
Abv_WoodsonBr,39.92009,-122.08446,366.84173,2015,JSATS
AbvColusaBr,39.2205,-122.00847,249.98005,2015,JSATS
AbvColusaBrRT,39.2647,-122,256.50637,2015,JSATS
AbvTisdale,39.0364,-121.82918,217.63083,2015,JSATS
Adobe,40.19994,-122.22167,410.45815,2015,JSATS
AntelopeCk1,40.1869,-122.13487,405.4794,2015,JSATS
AntelopeCk2,40.14881,-122.13683,400.75383,2015,JSATS
AntelopeConf,40.13393,-122.14003,397.11478,2015,JSATS
Antioch,38.02636,-121.8214,85.70212,2015,JSATS
AntiochBridge,38.02426,-121.75163,92.87448,2015,JSATS
AR_Downstream_WattAve,38.56572,-121.39069,191.73575,2015,JSATS
AR_Mouth,38.59999,-121.50684,177.72025,2015,JSATS
AR_RanchoCordova,38.61468,-121.30276,203.21358,2015,JSATS
AR_Sunrise_Ramp,38.63634,-121.26424,209.9339,2015,JSATS
AR_Upstream_Hwy80,38.58339,-121.44109,184.45282,2015,JSATS
BaseSutterSteam,38.18425,-121.65201,104.96505,2015,JSATS
Battle_Conf,40.35371,-122.17734,449.50716,2015,JSATS
BattleCk_Bridge,40.39479,-122.1628,457.44765,2015,JSATS
BattleCk_CNFH,40.39814,-122.1453,459.10983,2015,JSATS
BattleCk_RST_Rel,40.39812,-122.14487,459.15503,2015,JSATS
BattleCk1,40.39827,-122.14959,458.7489,2015,JSATS
BattleCk1_2014,40.39181,-122.17781,455.87985,2015,JSATS
BattleCk2,40.3954,-122.16553,457.00068,2015,JSATS
BattleCk2_2014,40.39672,-122.15365,458.37984,2015,JSATS
BattleCk250BlwFL,40.39818,-122.14665,458.9983,2015,JSATS
BattleCk3,40.38457,-122.17897,453.50496,2015,JSATS
BattleCk4,40.36074,-122.17268,450.4269,2015,JSATS
BC_Beach,38.87751,-121.61404,187.84837,2015,JSATS
Benicia,38.04123,-122.12382,55.07254,2015,JSATS
Blw_ClearCr,40.50188,-122.36192,478.07867,2015,JSATS
Blw_Cypress,40.56047,-122.37527,486.61681,2015,JSATS
Blw_FRConf,38.78212,-121.61526,177.15859,2015,JSATS
Blw_FremontWeir,38.78212,-121.61526,177.15859,2015,JSATS
Blw_Hood,38.34365,-121.5552,137.84305,2015,JSATS
Blw_IrvineFinch,39.73146,-121.97483,336.3942,2015,JSATS
Blw_Paynes_Ck,40.25534,-122.17332,418.369,2015,JSATS
Blw_Salt,40.1464,-122.15246,398.87124,2015,JSATS
Blw_Steamboat,38.29995,-121.56966,131.99923,2015,JSATS
Blw_Sutter,38.32402,-121.57578,134.85905,2015,JSATS
BlwButteBr,39.41913,-122.00943,280.51585,2015,JSATS
BlwChinaBend,38.88406,-121.81713,206.06341,2015,JSATS
BlwCowCr,40.46013,-122.22765,463.3661,2015,JSATS
BlwGeorgiana,38.23946,-121.52507,122.4077,2015,JSATS
BlwMoulton,39.2205,-122.00847,249.98005,2015,JSATS
BlwOrd,39.56548,-122.0018,303.70226,2015,JSATS
BlwTisdale,38.98941,-121.80463,222.05585,2015,JSATS
Bonnyview_Rel,40.53758,-122.35724,483.03305,2015,JSATS
BoydsPump,39.05943,-121.61014,212.21633,2015,JSATS
Bullock Bend,38.91335,-121.81114,212.72966,2015,JSATS
Butte0.5,39.102,-121.75864,218.70256,2015,JSATS
Butte1,39.09834,-121.75655,218.25773,2015,JSATS
Butte2,39.00687,-121.72227,207.66034,2015,JSATS
Butte3,38.92734,-121.62995,195.60546,2015,JSATS
Butte4,38.91502,-121.62542,194.04055,2015,JSATS
Butte5,38.85305,-121.65151,186.12898,2015,JSATS
Butte6,38.78346,-121.63226,175.70613,2015,JSATS
ButteBr,39.4569,-121.995,286.19994,2015,JSATS
Caldwell Park_Rel,40.59383,-122.39836,493.85623,2015,JSATS
ChippsE,38.04627,-121.91559,74.36495,2015,JSATS
ChippsW,38.04599,-121.90969,74.88137,2015,JSATS
Colusa AC2,39.28007,-122.01891,260.76878,2015,JSATS
Colusa AC3,39.36038,-122.01373,273.51861,2015,JSATS
Colusa BC2,39.18497,-121.94322,241.46941,2015,JSATS
Colusa BC3,39.13132,-121.93655,235.91842,2015,JSATS
CoxRiffle,39.33327,-121.63268,254.41131,2015,JSATS
DeckerIsland,38.07916,-121.75954,89.23284,2015,JSATS
DeerCk_RST,39.99746,-121.96773,383.43316,2015,JSATS
DeerCk1,39.97184,-121.99537,378.5609,2015,JSATS
DeerCk2,39.9627,-122.03343,374.87732,2015,JSATS
DeerCk3,39.9621,-122.03614,374.5818,2015,JSATS
DeerCk4,39.94389,-122.05831,371.52499,2015,JSATS
DeltaCross_Channel,38.24436,-121.50091,124.98593,2015,JSATS
FR Boyds Release,39.05733,-121.61066,211.97875,2015,JSATS
Freeport,38.46467,-121.50501,155.80646,2015,JSATS
Freeport Div.,38.47223,-121.50639,156.65643,2015,JSATS
FreeportBr,38.47223,-121.50639,156.65643,2015,JSATS
GCID_abv,39.79022,-122.03549,345.71387,2015,JSATS
GCID_blw,39.79022,-122.03549,345.71387,2015,JSATS
GeorgeMok,38.12946,-121.58521,119.82843,2015,JSATS
Georgiana_Slough,38.23565,-121.518,123.61423,2015,JSATS
GoldenGateE,37.82794,-122.46168,1.76372,2015,JSATS
GoldenGateW,37.82126,-122.46918,0.80985,2015,JSATS
Gridley_Rel,39.35787,-121.63604,258.00077,2015,JSATS
Hood,38.3617,-121.52033,141.57841,2015,JSATS
Hood Release,38.37524,-121.52383,143.08677,2015,JSATS
Hood_RT,38.3741,-121.523,142.94268,2015,JSATS
Hunters,40.09616,-122.13017,392.37693,2015,JSATS
Hwy 44 Bridge,40.58691,-122.36891,490.33909,2015,JSATS
Hwy84Ferry,38.19008,-121.65764,104.83892,2015,JSATS
I80_Br,38.57113,-121.5164,174.21314,2015,JSATS
JV_Glide,40.14699,-122.17251,400.63345,2015,JSATS
KnaggsRanch_BlwRel,38.70523,-121.64017,166.38406,2015,JSATS
KnaggsRanch_Rel,38.70618,-121.63987,166.49249,2015,JSATS
Knights_RST,38.79248,-121.69087,183.11075,2015,JSATS
KnightsLanding,38.82341,-121.72388,188.99425,2015,JSATS
KnightsLandingBr,38.8021,-121.72,186.40795,2015,JSATS
Lower Minor,38.24257,-121.66132,111.74616,2015,JSATS
MeridanBr,39.14554,-121.91798,239.53607,2015,JSATS
MiddleRiver,37.9385,-121.534,124.39187,2015,JSATS
Mill_Ck_Conf,40.0327,-122.11987,383.67139,2015,JSATS
MillCk_RST_Rel,40.05479,-122.0321,392.65142,2015,JSATS
MillCk1,40.0555,-122.04123,391.8675,2015,JSATS
MillCk1.5,40.0526,-122.05846,390.26663,2015,JSATS
MillCk2,40.04607,-122.09443,386.62034,2015,JSATS
MillCk3,40.04035,-122.10442,385.40241,2015,JSATS
MinerNorth,38.28791,-121.60865,119.58275,2015,JSATS
MinorBlwSutter,38.28386,-121.60406,118.93597,2015,JSATS
Mok_NF,38.22321,-121.5072,128.4006,2015,JSATS
Mok_NF_end,38.14326,-121.56091,121.67876,2015,JSATS
Mok_SF,38.22546,-121.49135,129.86829,2015,JSATS
Mok_SF_Blw_Hwy12,38.10911,-121.50105,127.90038,2015,JSATS
Mok_SF_end,38.12584,-121.49574,129.22773,2015,JSATS
Nimbus Hatchery RW,38.634,-121.22474,213.63508,2015,JSATS
Old River,37.93958,-121.5611,121.85004,2015,JSATS
RedBluffDivDam,40.15301,-122.19824,403.24807,2015,JSATS
RioVistaBr,38.15899,-121.68474,100.63458,2015,JSATS
SacTrawl1,38.54081,-121.51331,170.46718,2015,JSATS
SacTrawl2,38.53823,-121.51557,170.11692,2015,JSATS
ShanghaiBend,39.09464,-121.59285,216.71946,2015,JSATS
SJ_Dutch Slough,38.01182,-121.6805,100.9251,2015,JSATS
SJ_JerseyPt,38.05002,-121.6907,99.07171,2015,JSATS
SouthofBW,38.11047,-121.58224,116.66191,2015,JSATS
SR_Mouth,38.17363,-121.64804,104.9792,2015,JSATS
StarBend,39.00988,-121.59382,205.6694,2015,JSATS
SteamboatSlough,38.30017,-121.5804,121.70775,2015,JSATS
SunsetPumps,39.25172,-121.63522,240.22859,2015,JSATS
SutterBypass Weir2 RST,39.10239,-121.7588,218.74787,2015,JSATS
SutterSlough,38.33214,-121.58301,125.30616,2015,JSATS
SutterSteamJunc,38.25163,-121.60279,115.11794,2015,JSATS
ThreeMile,38.11595,-121.68571,97.92314,2015,JSATS
ToeDrainBase,38.29072,-121.6608,117.67744,2015,JSATS
ToeDrainRST,38.35257,-121.64342,124.72483,2015,JSATS
TowerBridge,38.5802,-121.508,175.46817,2015,JSATS
YB_LeveeMarker,38.54712,-121.58515,147.31452,2015,JSATS
YB_LibertyIsBase,38.22411,-121.67524,109.07668,2015,JSATS
YB_LisbonWeir,38.47631,-121.58869,139.39665,2015,JSATS
YB_OldRiverRd,38.67759,-121.64423,163.23416,2015,JSATS
Above_Hood,38.3683,-121.521,142.2781,2016,JSATS
Abv Grimes,39.0971,-121.89676,229.64699,2016,JSATS
Abv_FremontWeir,38.78212,-121.61526,177.15859,2016,JSATS
Abv_Otter_Island,39.88203,-122.06445,361.01861,2016,JSATS
Abv_RBPP,40.15301,-122.19824,403.24807,2016,JSATS
Abv_WoodsonBr,39.92009,-122.08446,366.84173,2016,JSATS
AbvColusaBr,39.2205,-122.00847,249.98005,2016,JSATS
AbvColusaBrRT,39.2647,-122,256.50637,2016,JSATS
AbvTisdale,39.0364,-121.82918,217.63083,2016,JSATS
Adobe,40.19994,-122.22167,410.45815,2016,JSATS
AntelopeCk1,40.1869,-122.13487,405.4794,2016,JSATS
AntelopeCk2,40.14881,-122.13683,400.75383,2016,JSATS
AntelopeConf,40.13393,-122.14003,397.11478,2016,JSATS
Antioch,38.02636,-121.8214,85.70212,2016,JSATS
AntiochBridge,38.02426,-121.75163,92.87448,2016,JSATS
AR_Downstream_WattAve,38.56572,-121.39069,191.73575,2016,JSATS
AR_Mouth,38.59999,-121.50684,177.72025,2016,JSATS
AR_RanchoCordova,38.61468,-121.30276,203.21358,2016,JSATS
AR_Sunrise_Ramp,38.63634,-121.26424,209.9339,2016,JSATS
AR_Upstream_Hwy80,38.58339,-121.44109,184.45282,2016,JSATS
BaseSutterSteam,38.18425,-121.65201,104.96505,2016,JSATS
Battle_Conf,40.35371,-122.17734,449.50716,2016,JSATS
BattleCk_Bridge,40.39479,-122.1628,457.44765,2016,JSATS
BattleCk_CNFH,40.39814,-122.1453,459.10983,2016,JSATS
BattleCk_RST_Rel,40.39812,-122.14487,459.15503,2016,JSATS
BattleCk1,40.39827,-122.14959,458.7489,2016,JSATS
BattleCk1_2014,40.39181,-122.17781,455.87985,2016,JSATS
BattleCk2,40.3954,-122.16553,457.00068,2016,JSATS
BattleCk2_2014,40.39672,-122.15365,458.37984,2016,JSATS
BattleCk250BlwFL,40.39818,-122.14665,458.9983,2016,JSATS
BattleCk3,40.38457,-122.17897,453.50496,2016,JSATS
BattleCk4,40.36074,-122.17268,450.4269,2016,JSATS
BC_Beach,38.87751,-121.61404,187.84837,2016,JSATS
Benicia,38.04123,-122.12382,55.07254,2016,JSATS
Blw_ClearCr,40.50188,-122.36192,478.07867,2016,JSATS
Blw_Cypress,40.56047,-122.37527,486.61681,2016,JSATS
Blw_FRConf,38.78212,-121.61526,177.15859,2016,JSATS
Blw_FremontWeir,38.78212,-121.61526,177.15859,2016,JSATS
Blw_Hood,38.34365,-121.5552,137.84305,2016,JSATS
Blw_IrvineFinch,39.73146,-121.97483,336.3942,2016,JSATS
Blw_Paynes_Ck,40.25534,-122.17332,418.369,2016,JSATS
Blw_Salt,40.1464,-122.15246,398.87124,2016,JSATS
Blw_Steamboat,38.29995,-121.56966,131.99923,2016,JSATS
Blw_Sutter,38.32402,-121.57578,134.85905,2016,JSATS
BlwButteBr,39.41913,-122.00943,280.51585,2016,JSATS
BlwChinaBend,38.88406,-121.81713,206.06341,2016,JSATS
BlwCowCr,40.46013,-122.22765,463.3661,2016,JSATS
BlwGeorgiana,38.23946,-121.52507,122.4077,2016,JSATS
BlwMoulton,39.2205,-122.00847,249.98005,2016,JSATS
BlwOrd,39.56548,-122.0018,303.70226,2016,JSATS
BlwTisdale,38.98941,-121.80463,222.05585,2016,JSATS
Bonnyview_Rel,40.53758,-122.35724,483.03305,2016,JSATS
BoydsPump,39.05943,-121.61014,212.21633,2016,JSATS
Bullock Bend,38.91335,-121.81114,212.72966,2016,JSATS
Butte0.5,39.102,-121.75864,218.70256,2016,JSATS
Butte1,39.09834,-121.75655,218.25773,2016,JSATS
Butte2,39.00687,-121.72227,207.66034,2016,JSATS
Butte3,38.92734,-121.62995,195.60546,2016,JSATS
Butte4,38.91502,-121.62542,194.04055,2016,JSATS
Butte5,38.85305,-121.65151,186.12898,2016,JSATS
Butte6,38.78346,-121.63226,175.70613,2016,JSATS
ButteBr,39.4569,-121.995,286.19994,2016,JSATS
Caldwell Park_Rel,40.59383,-122.39836,493.85623,2016,JSATS
ChippsE,38.04627,-121.91559,74.36495,2016,JSATS
ChippsW,38.04599,-121.90969,74.88137,2016,JSATS
Colusa AC2,39.28007,-122.01891,260.76878,2016,JSATS
Colusa AC3,39.36038,-122.01373,273.51861,2016,JSATS
Colusa BC2,39.18497,-121.94322,241.46941,2016,JSATS
Colusa BC3,39.13132,-121.93655,235.91842,2016,JSATS
CoxRiffle,39.33327,-121.63268,254.41131,2016,JSATS
DeckerIsland,38.07916,-121.75954,89.23284,2016,JSATS
DeerCk_RST,39.99746,-121.96773,383.43316,2016,JSATS
DeerCk1,39.97184,-121.99537,378.5609,2016,JSATS
DeerCk2,39.9627,-122.03343,374.87732,2016,JSATS
DeerCk3,39.9621,-122.03614,374.5818,2016,JSATS
DeerCk4,39.94389,-122.05831,371.52499,2016,JSATS
DeltaCross_Channel,38.24436,-121.50091,124.98593,2016,JSATS
FR Boyds Release,39.05733,-121.61066,211.97875,2016,JSATS
Freeport,38.46467,-121.50501,155.80646,2016,JSATS
Freeport Div.,38.47223,-121.50639,156.65643,2016,JSATS
FreeportBr,38.47223,-121.50639,156.65643,2016,JSATS
GCID_abv,39.79022,-122.03549,345.71387,2016,JSATS
GCID_blw,39.79022,-122.03549,345.71387,2016,JSATS
GeorgeMok,38.12946,-121.58521,119.82843,2016,JSATS
Georgiana_Slough,38.23565,-121.518,123.61423,2016,JSATS
GoldenGateE,37.82794,-122.46168,1.76372,2016,JSATS
GoldenGateW,37.82126,-122.46918,0.80985,2016,JSATS
Gridley_Rel,39.35787,-121.63604,258.00077,2016,JSATS
Hood,38.3617,-121.52033,141.57841,2016,JSATS
Hood Release,38.37524,-121.52383,143.08677,2016,JSATS
Hood_RT,38.3741,-121.523,142.94268,2016,JSATS
Hunters,40.09616,-122.13017,392.37693,2016,JSATS
Hwy 44 Bridge,40.58691,-122.36891,490.33909,2016,JSATS
Hwy84Ferry,38.19008,-121.65764,104.83892,2016,JSATS
I80_Br,38.57113,-121.5164,174.21314,2016,JSATS
JV_Glide,40.14699,-122.17251,400.63345,2016,JSATS
KnaggsRanch_BlwRel,38.70523,-121.64017,166.38406,2016,JSATS
KnaggsRanch_Rel,38.70618,-121.63987,166.49249,2016,JSATS
Knights_RST,38.79248,-121.69087,183.11075,2016,JSATS
KnightsLanding,38.82341,-121.72388,188.99425,2016,JSATS
KnightsLandingBr,38.8021,-121.72,186.40795,2016,JSATS
Lower Minor,38.24257,-121.66132,111.74616,2016,JSATS
MeridanBr,39.14554,-121.91798,239.53607,2016,JSATS
MiddleRiver,37.9385,-121.534,124.39187,2016,JSATS
Mill_Ck_Conf,40.0327,-122.11987,383.67139,2016,JSATS
MillCk_RST_Rel,40.05479,-122.0321,392.65142,2016,JSATS
MillCk1,40.0555,-122.04123,391.8675,2016,JSATS
MillCk1.5,40.0526,-122.05846,390.26663,2016,JSATS
MillCk2,40.04607,-122.09443,386.62034,2016,JSATS
MillCk3,40.04035,-122.10442,385.40241,2016,JSATS
MinerNorth,38.28791,-121.60865,119.58275,2016,JSATS
MinorBlwSutter,38.28386,-121.60406,118.93597,2016,JSATS
Mok_NF,38.22321,-121.5072,128.4006,2016,JSATS
Mok_NF_end,38.14326,-121.56091,121.67876,2016,JSATS
Mok_SF,38.22546,-121.49135,129.86829,2016,JSATS
Mok_SF_Blw_Hwy12,38.10911,-121.50105,127.90038,2016,JSATS
Mok_SF_end,38.12584,-121.49574,129.22773,2016,JSATS
Nimbus Hatchery RW,38.634,-121.22474,213.63508,2016,JSATS
Old River,37.93958,-121.5611,121.85004,2016,JSATS
RedBluffDivDam,40.15301,-122.19824,403.24807,2016,JSATS
RioVistaBr,38.15899,-121.68474,100.63458,2016,JSATS
SacTrawl1,38.54081,-121.51331,170.46718,2016,JSATS
SacTrawl2,38.53823,-121.51557,170.11692,2016,JSATS
ShanghaiBend,39.09464,-121.59285,216.71946,2016,JSATS
SJ_Dutch Slough,38.01182,-121.6805,100.9251,2016,JSATS
SJ_JerseyPt,38.05002,-121.6907,99.07171,2016,JSATS
SouthofBW,38.11047,-121.58224,116.66191,2016,JSATS
SR_Mouth,38.17363,-121.64804,104.9792,2016,JSATS
StarBend,39.00988,-121.59382,205.6694,2016,JSATS
SteamboatSlough,38.30017,-121.5804,121.70775,2016,JSATS
SunsetPumps,39.25172,-121.63522,240.22859,2016,JSATS
SutterBypass Weir2 RST,39.10239,-121.7588,218.74787,2016,JSATS
SutterSlough,38.33214,-121.58301,125.30616,2016,JSATS
SutterSteamJunc,38.25163,-121.60279,115.11794,2016,JSATS
ThreeMile,38.11595,-121.68571,97.92314,2016,JSATS
ToeDrainBase,38.29072,-121.6608,117.67744,2016,JSATS
ToeDrainRST,38.35257,-121.64342,124.72483,2016,JSATS
TowerBridge,38.5802,-121.508,175.46817,2016,JSATS
YB_LeveeMarker,38.54712,-121.58515,147.31452,2016,JSATS
